ID,A1.Code,A2.Date,A3.Data Contributor,A4.Season,A5.City,A6.Climate Zone,B1.Building Type,B2.Building Function,B3.Floors,B4.Building Operation Mode,B5.Room (Length¡ÁWidth),B5.Room Height (m),C1.Sex,C2.Age,C3.Height£¨cm£©,C4.Weight£¨kg£©,C5.Living Years,D1.TSV,D2.TCV,D3.TAV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),Measured Height (m),E1.Indoor Air Temperature (¡æ),E2.Indoor Relative Humidity (%),E3.Indoor Air Velocity (m/s),E4.Globe Temperature (¡æ),E5.Roof Temperature (¡æ),E5.Wall Temperature (¡æ),E5.Floor Temperature (¡æ),F1.Operative Temperature (¡æ),F2.Mean Radiant Temperature (¡æ),F3.Radiant Temperature Asymmetry (¡æ),F4.PMV,F5.PPD,G1.Real-Time Outdoor Temperature (¡æ),G2.Mean Daily Outdoor Temperature (¡æ),G3.Monthly Mean Outdoor Temperature (¡æ),G4.7-Day Running Mean Outdoor Temperature (¡æ),G4.15-Day Running Mean Outdoor Temperature (¡æ),G5.Mean Daily Outdoor Relative Humidity (%),G6.Mean Daily Outdoor Air Velocity (m/s)
71,DLUT3rd0071,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,2,3,0.1,0.4,1.2,1.1,30.1,64,0.01,30.1,NA,NA,NA,30.1,30.1,NA,1.76,65.2,NA,23.3,22.2,17.1,21.4,NA,NA
72,DLUT3rd0072,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,1,2,0.1,0.4,1.2,1.1,30.1,63,0.35,30.1,NA,NA,NA,30.1,30.1,NA,1.43,47.32,NA,23.3,22.2,17.1,21.4,NA,NA
73,DLUT3rd0073,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,0,2,1,0.4,1.2,1.1,30.3,63,0.6,30.3,NA,NA,NA,30.3,30.3,NA,1.38,44.68,NA,23.3,22.2,17.1,21.4,NA,NA
74,DLUT3rd0074,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,0,1,1,0.4,1.2,1.1,30.5,62,0.95,30.5,NA,NA,NA,30.5,30.5,NA,1.36,43.5,NA,23.3,22.2,17.1,21.4,NA,NA
75,DLUT3rd0075,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,0,2,0.1,0.4,1.2,1.1,30.4,62,1.21,30.4,NA,NA,NA,30.4,30.4,NA,1.25,37.77,NA,23.3,22.2,17.1,21.4,NA,NA
76,DLUT3rd0076,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,-2,1,0.1,0.4,1.2,1.1,30.5,62,1.71,30.5,NA,NA,NA,30.5,30.5,NA,1.21,35.9,NA,23.3,22.2,17.1,21.4,NA,NA
77,DLUT3rd0077,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,161,58,2,-1,2,0.1,0.4,1.2,1.1,30.1,63,1.97,30.1,NA,NA,NA,30.1,30.1,NA,0.96,24.65,NA,23.3,22.2,17.1,21.4,NA,NA
78,DLUT3rd0078,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,2,3,-0.1,0.4,1.2,1.1,29.8,63,0.01,29.8,NA,NA,NA,29.8,29.8,NA,1.66,59.6,NA,23.3,22.2,17.1,21.4,NA,NA
79,DLUT3rd0079,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,1,3,-0.1,0.4,1.2,1.1,30,64,0.35,30,NA,NA,NA,30,30,NA,1.4,45.65,NA,23.3,22.2,17.1,21.4,NA,NA
80,DLUT3rd0080,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,2,-0.1,0.4,1.2,1.1,30.2,64,0.6,30.2,NA,NA,NA,30.2,30.2,NA,1.35,42.83,NA,23.3,22.2,17.1,21.4,NA,NA
81,DLUT3rd0081,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,2,0.1,0.4,1.2,1.1,30.5,63,0.95,30.5,NA,NA,NA,30.5,30.5,NA,1.37,43.86,NA,23.3,22.2,17.1,21.4,NA,NA
82,DLUT3rd0082,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,2,0.1,0.4,1.2,1.1,30.4,63,1.21,30.4,NA,NA,NA,30.4,30.4,NA,1.25,37.92,NA,23.3,22.2,17.1,21.4,NA,NA
83,DLUT3rd0083,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,1,1,0.4,1.2,1.1,30.3,63,1.71,30.3,NA,NA,NA,30.3,30.3,NA,1.11,31.01,NA,23.3,22.2,17.1,21.4,NA,NA
84,DLUT3rd0084,6/26/18 2:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,-1,1,1,0.4,1.2,1.1,30.6,62,1.97,30.6,NA,NA,NA,30.6,30.6,NA,1.23,36.73,NA,23.3,22.2,17.1,21.4,NA,NA
85,DLUT3rd0085,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,1,2,0.1,0.4,1.2,1.1,28,57,0.01,28,NA,NA,NA,28,28,NA,0.99,25.81,NA,24,22.2,19.4,23,NA,NA
86,DLUT3rd0086,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,1,3,-0.1,0.4,1.2,1.1,28.1,58,0.35,28.1,NA,NA,NA,28.1,28.1,NA,0.58,12.04,NA,24,22.2,19.4,23,NA,NA
87,DLUT3rd0087,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,-1,2,1,0.4,1.2,1.1,27.9,57,0.6,27.9,NA,NA,NA,27.9,27.9,NA,0.27,6.51,NA,24,22.2,19.4,23,NA,NA
88,DLUT3rd0088,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,1,2,-0.1,0.4,1.2,1.1,28.5,55,0.95,28.5,NA,NA,NA,28.5,28.5,NA,0.34,7.42,NA,24,22.2,19.4,23,NA,NA
89,DLUT3rd0089,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,3,-0.1,0.4,1.2,1.1,27.9,57,1.71,27.9,NA,NA,NA,27.9,27.9,NA,-0.2,5.82,NA,24,22.2,19.4,23,NA,NA
90,DLUT3rd0090,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,2,0.1,0.4,1.2,1.1,28,56,1.71,28,NA,NA,NA,28,28,NA,-0.15,5.48,NA,24,22.2,19.4,23,NA,NA
91,DLUT3rd0091,6/16/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,181,82,6,0,2,0.1,0.4,1.2,1.1,28.3,56,1.97,28.3,NA,NA,NA,28.3,28.3,NA,-0.07,5.09,NA,24,22.2,19.4,23,NA,NA
92,DLUT3rd0092,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,2,3,-0.1,0.4,1.2,1.1,29.7,41,0.01,29.7,NA,NA,NA,29.7,29.7,NA,1.41,46.48,NA,22.8,22.2,17.7,21.8,NA,NA
93,DLUT3rd0093,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,1,2,1,0.4,1.2,1.1,30.2,42,0.35,30.2,NA,NA,NA,30.2,30.2,NA,1.27,38.93,NA,22.8,22.2,17.7,21.8,NA,NA
94,DLUT3rd0094,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,0,1,1,0.4,1.2,1.1,29.6,43,0.6,29.6,NA,NA,NA,29.6,29.6,NA,0.89,21.91,NA,22.8,22.2,17.7,21.8,NA,NA
95,DLUT3rd0095,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,0,1,1,0.4,1.2,1.1,29.4,44,0.95,29.4,NA,NA,NA,29.4,29.4,NA,0.67,14.42,NA,22.8,22.2,17.7,21.8,NA,NA
96,DLUT3rd0096,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,0,1,1,0.4,1.2,1.1,29.8,44,1.21,29.8,NA,NA,NA,29.8,29.8,NA,0.78,17.86,NA,22.8,22.2,17.7,21.8,NA,NA
97,DLUT3rd0097,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,0,1,1,0.4,1.2,1.1,29.6,44,1.71,29.6,NA,NA,NA,29.6,29.6,NA,0.56,11.69,NA,22.8,22.2,17.7,21.8,NA,NA
98,DLUT3rd0098,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,180,70,1,-1,1,-0.1,0.4,1.2,1.1,29.6,44,1.97,29.6,NA,NA,NA,29.6,29.6,NA,0.52,10.7,NA,22.8,22.2,17.7,21.8,NA,NA
99,DLUT3rd0099,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,2,4,-1,0.35,1.2,1.1,29.9,43,0.01,29.9,NA,NA,NA,29.9,29.9,NA,1.45,48.62,NA,22.8,22.2,17.7,21.8,NA,NA
100,DLUT3rd0100,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,1,3,-1,0.35,1.2,1.1,29.8,44,0.35,29.8,NA,NA,NA,29.8,29.8,NA,1.05,28.53,NA,22.8,22.2,17.7,21.8,NA,NA
101,DLUT3rd0101,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,1,3,-0.1,0.35,1.2,1.1,29.7,44,0.6,29.7,NA,NA,NA,29.7,29.7,NA,0.85,20.18,NA,22.8,22.2,17.7,21.8,NA,NA
102,DLUT3rd0102,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,1,3,-0.1,0.35,1.2,1.1,29.4,45,0.95,29.4,NA,NA,NA,29.4,29.4,NA,0.55,11.38,NA,22.8,22.2,17.7,21.8,NA,NA
103,DLUT3rd0103,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,1,3,-1,0.35,1.2,1.1,29.4,44,1.21,29.4,NA,NA,NA,29.4,29.4,NA,0.45,9.23,NA,22.8,22.2,17.7,21.8,NA,NA
104,DLUT3rd0104,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,0,3,-1,0.35,1.2,1.1,30.3,43,1.71,30.3,NA,NA,NA,30.3,30.3,NA,0.79,18.33,NA,22.8,22.2,17.7,21.8,NA,NA
105,DLUT3rd0105,6/29/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,174,65,2,0,3,-1,0.35,1.2,1.1,30.1,43,1.97,30.1,NA,NA,NA,30.1,30.1,NA,0.63,13.51,NA,22.8,22.2,17.7,21.8,NA,NA
106,DLUT3rd0106,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,2,2,0.1,0.17,1.2,1.1,30.2,44,0.01,30.2,NA,NA,NA,30.2,30.2,NA,1.39,45.12,NA,22.8,22.2,17.7,21.8,NA,NA
107,DLUT3rd0107,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,2,3,-0.1,0.17,1.2,1.1,30.2,43,0.35,30.2,NA,NA,NA,30.2,30.2,NA,0.89,21.97,NA,22.8,22.2,17.7,21.8,NA,NA
108,DLUT3rd0108,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,1,2,1,0.17,1.2,1.1,30.4,43,0.6,30.4,NA,NA,NA,30.4,30.4,NA,0.77,17.48,NA,22.8,22.2,17.7,21.8,NA,NA
109,DLUT3rd0109,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,0,1,1,0.17,1.2,1.1,30.6,42,0.95,30.6,NA,NA,NA,30.6,30.6,NA,0.68,14.65,NA,22.8,22.2,17.7,21.8,NA,NA
110,DLUT3rd0110,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,0,2,0.1,0.17,1.2,1.1,30.5,42,1.21,30.5,NA,NA,NA,30.5,30.5,NA,0.49,9.96,NA,22.8,22.2,17.7,21.8,NA,NA
111,DLUT3rd0111,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,0,2,0.1,0.17,1.2,1.1,30.4,43,1.71,30.4,NA,NA,NA,30.4,30.4,NA,0.22,6.03,NA,22.8,22.2,17.7,21.8,NA,NA
112,DLUT3rd0112,6/29/18 12:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,157,50,1,0,3,0.1,0.17,1.2,1.1,30.2,43,1.97,30.2,NA,NA,NA,30.2,30.2,NA,-0.01,5,NA,22.8,22.2,17.7,21.8,NA,NA
113,DLUT3rd0113,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,2,3,-0.1,0.58,1.2,1.1,27.9,47,0.01,27.9,NA,NA,NA,27.9,27.9,NA,1.09,30.31,NA,22.2,22.2,18.7,22.6,NA,NA
114,DLUT3rd0114,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,0,2,0.1,0.58,1.2,1.1,27.5,49,0.35,27.5,NA,NA,NA,27.5,27.5,NA,0.62,13.17,NA,22.2,22.2,18.7,22.6,NA,NA
115,DLUT3rd0115,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,0,2,0.1,0.58,1.2,1.1,27.5,50,0.6,27.5,NA,NA,NA,27.5,27.5,NA,0.47,9.67,NA,22.2,22.2,18.7,22.6,NA,NA
116,DLUT3rd0116,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,-1,2,1,0.58,1.2,1.1,27.8,49,0.95,27.8,NA,NA,NA,27.8,27.8,NA,0.44,9.11,NA,22.2,22.2,18.7,22.6,NA,NA
117,DLUT3rd0117,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,-1,2,1,0.58,1.2,1.1,28.2,47,1.21,28.2,NA,NA,NA,28.2,28.2,NA,0.51,10.38,NA,22.2,22.2,18.7,22.6,NA,NA
118,DLUT3rd0118,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,-1,1,1,0.58,1.2,1.1,28.5,45,1.71,28.5,NA,NA,NA,28.5,28.5,NA,0.52,10.72,NA,22.2,22.2,18.7,22.6,NA,NA
119,DLUT3rd0119,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,160,48,2,-1,1,1,0.58,1.2,1.1,28.5,45,1.97,28.5,NA,NA,NA,28.5,28.5,NA,0.48,9.87,NA,22.2,22.2,18.7,22.6,NA,NA
120,DLUT3rd0120,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,2,2,0.1,0.4,1.2,1.1,27.8,49,0.01,27.8,NA,NA,NA,27.8,27.8,NA,0.86,20.58,NA,22.2,22.2,18.7,22.6,NA,NA
121,DLUT3rd0121,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,1,2,0.1,0.4,1.2,1.1,28,47,0.35,28,NA,NA,NA,28,28,NA,0.45,9.27,NA,22.2,22.2,18.7,22.6,NA,NA
122,DLUT3rd0122,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,1,2,0.1,0.4,1.2,1.1,28.5,45,0.6,28.5,NA,NA,NA,28.5,28.5,NA,0.43,8.9,NA,22.2,22.2,18.7,22.6,NA,NA
123,DLUT3rd0123,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,-1,2,0.1,0.4,1.2,1.1,28.1,48,0.95,28.1,NA,NA,NA,28.1,28.1,NA,0.1,5.2,NA,22.2,22.2,18.7,22.6,NA,NA
124,DLUT3rd0124,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,0,2,0.1,0.4,1.2,1.1,28,48,1.21,28,NA,NA,NA,28,28,NA,-0.06,5.09,NA,22.2,22.2,18.7,22.6,NA,NA
125,DLUT3rd0125,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,0,2,0.1,0.4,1.2,1.1,28.4,47,1.71,28.4,NA,NA,NA,28.4,28.4,NA,-0.03,5.01,NA,22.2,22.2,18.7,22.6,NA,NA
126,DLUT3rd0126,6/21/18 10:00,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,168,70,1,-1,2,0.1,0.4,1.2,1.1,28.2,47,1.97,28.2,NA,NA,NA,28.2,28.2,NA,-0.19,5.75,NA,22.2,22.2,18.7,22.6,NA,NA
127,DLUT3rd0127,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,1,2,0.1,0.35,1.2,1.1,27.8,59,0.01,27.8,NA,NA,NA,27.8,27.8,NA,0.87,20.95,NA,22.2,22.2,18.7,22.6,NA,NA
128,DLUT3rd0128,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,0,2,-0.1,0.35,1.2,1.1,28,48,0.35,28,NA,NA,NA,28,28,NA,0.35,7.53,NA,22.2,22.2,18.7,22.6,NA,NA
129,DLUT3rd0129,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,-1,2,0.1,0.35,1.2,1.1,27.8,51,0.6,27.8,NA,NA,NA,27.8,27.8,NA,0.04,5.03,NA,22.2,22.2,18.7,22.6,NA,NA
130,DLUT3rd0130,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,-1,2,0.1,0.35,1.2,1.1,27.9,51,0.95,27.9,NA,NA,NA,27.9,27.9,NA,-0.14,5.4,NA,22.2,22.2,18.7,22.6,NA,NA
131,DLUT3rd0131,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,0,2,-0.1,0.35,1.2,1.1,27.8,51,1.21,27.8,NA,NA,NA,27.8,27.8,NA,-0.32,7.12,NA,22.2,22.2,18.7,22.6,NA,NA
132,DLUT3rd0132,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,-1,3,-0.1,0.35,1.2,1.1,28,51,1.71,28,NA,NA,NA,28,28,NA,-0.4,8.37,NA,22.2,22.2,18.7,22.6,NA,NA
133,DLUT3rd0133,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Female,18-30,170,61,6,-1,3,-1,0.35,1.2,1.1,28,51,1.97,28,NA,NA,NA,28,28,NA,-0.48,9.83,NA,22.2,22.2,18.7,22.6,NA,NA
134,DLUT3rd0134,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,1,1,0.1,0.35,1.2,1.1,27.8,49,0.01,27.8,NA,NA,NA,27.8,27.8,NA,0.79,18.19,NA,22.2,22.2,18.7,22.6,NA,NA
135,DLUT3rd0135,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,-1,2,0.1,0.35,1.2,1.1,28.3,47,0.35,28.3,NA,NA,NA,28.3,28.3,NA,0.46,9.48,NA,22.2,22.2,18.7,22.6,NA,NA
136,DLUT3rd0136,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,-1,3,-0.1,0.35,1.2,1.1,28.5,46,0.95,28.5,NA,NA,NA,28.5,28.5,NA,0.11,5.27,NA,22.2,22.2,18.7,22.6,NA,NA
137,DLUT3rd0137,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,-1,3,-0.1,0.35,1.2,1.1,28.5,46,0.95,28.5,NA,NA,NA,28.5,28.5,NA,0.11,5.27,NA,22.2,22.2,18.7,22.6,NA,NA
138,DLUT3rd0138,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,-2,3,0.1,0.35,1.2,1.1,28.2,47,1.21,28.2,NA,NA,NA,28.2,28.2,NA,-0.14,5.43,NA,22.2,22.2,18.7,22.6,NA,NA
139,DLUT3rd0139,6/21/18 12:30,Dalian University of Technology ,Summer Season,"Liaoning Province, Dalian City",Severe cold zone,Office,Office,-1,Convection cooling,4.2¡Á5.0,3.6,Male,18-30,187,85,2,-2,3,0.1,0.35,1.2,1.1,27.2,49,1.71,27.2,NA,NA,NA,27.2,27.2,NA,-0.85,20.5,NA,22.2,22.2,18.7,22.6,NA,NA
